User_ID,Age,Gender,City,Current_Service_Provider,Monthly_Bill_Amount,Network_Quality_Rating,Customer_Service_Rating,Internet_Speed_Rating,Loyalty_Duration_Years,Is_Satisfied,Will_Change_Service
2435,58,Male,Delhi,Airtel,1377,4,1,5,8,0,1
2436,52,Male,Mumbai,Vodafone Idea,1724,5,3,2,8,1,1
2437,36,Female,Chennai,BSNL,578,4,5,1,5,1,1
2438,59,Male,Delhi,Airtel,119,1,2,1,5,1,1
2439,37,Male,Bangalore,Vodafone Idea,379,3,2,1,8,0,1
2440,48,Female,Bangalore,Airtel,133,4,3,2,7,1,1
2441,33,Male,Mumbai,BSNL,375,4,4,4,5,1,0
2442,61,Female,Bangalore,Jio,776,1,2,1,5,0,1
2443,43,Male,Bangalore,Vodafone Idea,921,2,2,5,2,0,1
2444,37,Male,Bangalore,Airtel,1274,4,5,1,4,0,1
2445,47,Male,Chennai,Jio,320,1,4,4,5,1,1
2446,22,Female,Kolkata,BSNL,541,4,1,1,2,0,1
2447,62,Male,Bangalore,Vodafone Idea,518,2,2,2,9,1,1
2448,21,Male,Delhi,Jio,1897,3,2,4,6,1,1
2449,28,Female,Bangalore,Jio,120,5,2,5,1,1,1
2450,46,Male,Hyderabad,Airtel,570,4,1,1,5,0,1
2451,44,Male,Delhi,BSNL,144,1,1,5,1,0,1
2452,48,Male,Bangalore,Airtel,549,4,4,5,4,1,0
2453,47,Female,Kolkata,Vodafone Idea,504,1,3,4,3,0,1
2454,31,Female,Chennai,Jio,619,3,5,4,6,0,1
2455,39,Male,Hyderabad,BSNL,936,4,3,5,9,0,1
2456,56,Female,Delhi,Airtel,1059,2,5,2,7,0,1
2457,27,Female,Delhi,Airtel,1003,4,4,2,4,1,1
2458,38,Female,Chennai,Jio,238,4,2,1,5,1,1
2459,63,Female,Kolkata,Vodafone Idea,1603,1,3,4,7,0,1
2460,38,Male,Chennai,Jio,1517,2,2,1,8,1,1
2461,64,Female,Mumbai,Vodafone Idea,351,2,5,5,3,0,1
2462,40,Male,Chennai,Vodafone Idea,1472,3,4,5,5,1,0
2463,43,Male,Delhi,BSNL,1945,1,1,2,1,1,1
2464,26,Male,Mumbai,Jio,976,3,2,3,7,0,1
2465,41,Male,Mumbai,BSNL,1704,5,5,5,9,1,1
2466,50,Female,Bangalore,Jio,1034,3,3,3,8,0,1
2467,53,Female,Hyderabad,Jio,847,1,1,5,3,1,1
2468,24,Female,Chennai,Vodafone Idea,1770,1,3,2,10,0,1
2469,38,Female,Hyderabad,Airtel,121,3,3,4,8,1,0
2470,33,Female,Delhi,Vodafone Idea,996,2,2,4,7,1,1
2471,47,Female,Mumbai,Vodafone Idea,1852,1,1,3,1,0,1
2472,25,Female,Kolkata,Airtel,974,1,3,5,10,1,1
2473,35,Female,Delhi,Airtel,390,4,5,4,3,0,1
2474,46,Male,Bangalore,Jio,1689,2,1,4,5,1,1
2475,33,Female,Bangalore,Airtel,1079,1,2,2,5,1,1
2476,27,Male,Hyderabad,Airtel,1348,4,5,5,6,1,0
2477,24,Female,Delhi,Jio,1349,4,4,4,6,1,0
2478,21,Male,Chennai,Airtel,811,1,1,3,9,1,1
2479,36,Female,Delhi,Vodafone Idea,1637,3,4,1,6,1,1
2480,42,Female,Kolkata,Jio,1766,4,1,4,3,1,1
2481,57,Female,Bangalore,Airtel,745,1,3,3,10,0,1
2482,44,Male,Hyderabad,BSNL,610,3,5,3,3,0,1
2483,33,Male,Bangalore,Vodafone Idea,1940,5,1,3,8,1,1
2484,28,Female,Delhi,Airtel,1632,4,2,4,9,0,1
2485,38,Female,Bangalore,BSNL,216,5,2,3,5,1,1
2486,54,Female,Kolkata,Airtel,455,1,3,4,8,0,1
2487,64,Male,Mumbai,BSNL,669,3,1,2,6,1,1
2488,38,Male,Chennai,Vodafone Idea,1414,2,4,4,10,1,1
2489,30,Female,Hyderabad,Airtel,858,2,3,4,4,0,1
2490,28,Male,Delhi,Vodafone Idea,531,3,3,4,1,0,1
2491,49,Male,Delhi,Airtel,214,3,4,3,7,0,1
2492,50,Male,Delhi,Vodafone Idea,260,1,3,3,10,0,1
2493,47,Male,Kolkata,Jio,1950,2,4,1,8,0,1
2494,49,Male,Bangalore,BSNL,454,2,4,5,2,1,1
2495,37,Male,Mumbai,Jio,1964,5,5,5,5,1,1
2496,49,Male,Hyderabad,Vodafone Idea,572,3,3,2,10,1,1
2497,19,Female,Chennai,Airtel,1604,3,1,5,6,1,1
2498,23,Male,Kolkata,Airtel,1291,4,5,1,0,0,1
2499,43,Female,Kolkata,Airtel,1238,5,1,4,1,1,1
2500,50,Female,Chennai,Jio,1676,3,3,5,9,1,1
2501,47,Female,Mumbai,Jio,629,1,1,3,9,0,1
2502,33,Male,Delhi,Vodafone Idea,1771,4,5,4,9,1,1
2503,31,Male,Delhi,Jio,1098,3,5,4,1,1,0
2504,55,Male,Delhi,Jio,449,3,5,5,6,1,0
2505,40,Female,Mumbai,BSNL,581,2,3,3,2,1,1
2506,21,Female,Bangalore,Vodafone Idea,159,1,4,1,4,1,1
2507,21,Male,Bangalore,Airtel,543,3,4,1,6,0,1
2508,36,Female,Kolkata,Vodafone Idea,654,4,3,2,9,1,1
2509,49,Female,Hyderabad,BSNL,1567,5,2,3,4,0,1
2510,56,Male,Hyderabad,BSNL,1979,1,1,3,10,0,1
2511,59,Female,Hyderabad,Airtel,1722,3,1,2,7,1,1
2512,61,Male,Delhi,BSNL,369,4,4,2,6,1,1
2513,48,Male,Bangalore,Jio,195,1,3,1,2,0,1
2514,36,Female,Kolkata,Jio,360,5,3,2,9,1,1
2515,52,Female,Delhi,Jio,1206,1,4,4,3,0,1
2516,18,Male,Kolkata,BSNL,706,5,2,2,6,0,1
2517,24,Female,Kolkata,Airtel,1038,5,2,4,10,0,1
2518,45,Female,Hyderabad,Jio,239,5,5,5,8,0,1
2519,26,Male,Mumbai,BSNL,1737,4,5,2,4,1,1
2520,34,Male,Kolkata,BSNL,1290,4,4,1,2,1,1
2521,64,Female,Hyderabad,BSNL,1757,3,5,2,6,0,1
2522,41,Female,Kolkata,Vodafone Idea,1618,4,5,2,8,0,1
2523,43,Female,Bangalore,Vodafone Idea,1732,5,5,4,5,0,1
2524,41,Female,Mumbai,Jio,1978,2,4,3,1,0,1
2525,20,Male,Delhi,Airtel,1678,4,4,3,7,0,1
2526,43,Female,Kolkata,Airtel,133,3,3,2,9,1,1
2527,21,Female,Delhi,BSNL,286,4,4,3,7,1,0
2528,54,Male,Bangalore,Jio,1030,1,5,4,3,0,1
2529,53,Female,Chennai,Airtel,1569,5,5,2,6,1,1
2530,30,Male,Chennai,Vodafone Idea,433,2,2,2,7,0,1
2531,41,Male,Mumbai,Airtel,434,2,1,1,9,0,1
2532,53,Male,Chennai,Vodafone Idea,1455,3,2,5,9,1,1
2533,36,Female,Kolkata,Vodafone Idea,1732,5,4,1,0,0,1
2534,22,Male,Delhi,BSNL,371,4,1,4,1,0,1
2535,42,Female,Mumbai,Airtel,699,3,4,3,0,1,0
2536,50,Male,Mumbai,Vodafone Idea,206,5,2,1,2,0,1
2537,46,Female,Delhi,BSNL,1904,4,2,4,10,0,1
2538,53,Female,Bangalore,Airtel,864,4,5,2,7,0,1
2539,35,Male,Delhi,Jio,219,5,1,3,1,0,1
2540,57,Female,Mumbai,Airtel,999,1,1,1,9,1,1
2541,61,Male,Kolkata,Airtel,1767,3,1,4,0,0,1
2542,57,Male,Hyderabad,Jio,1899,4,2,5,10,0,1
2543,25,Male,Bangalore,BSNL,1579,1,5,3,9,1,1
2544,26,Female,Bangalore,BSNL,947,2,4,2,5,0,1
2545,24,Male,Delhi,Vodafone Idea,1976,2,1,2,10,0,1
2546,43,Male,Delhi,Airtel,1802,4,3,3,2,1,1
2547,41,Male,Hyderabad,Airtel,630,4,4,4,0,1,0
2548,39,Female,Mumbai,Vodafone Idea,1452,1,5,4,3,0,1
2549,53,Male,Delhi,Jio,1908,5,3,4,8,0,1
2550,41,Female,Delhi,Vodafone Idea,1219,3,4,3,10,1,0
2551,27,Male,Delhi,BSNL,1047,2,1,1,7,1,1
2552,30,Female,Mumbai,Vodafone Idea,1594,1,5,2,2,1,1
2553,56,Female,Kolkata,Airtel,1689,1,5,3,1,1,1
2554,50,Male,Mumbai,Airtel,308,5,1,5,2,0,1
2555,43,Female,Chennai,Airtel,1803,2,2,2,1,1,1
2556,50,Female,Delhi,Vodafone Idea,1978,2,5,4,5,1,1
2557,20,Male,Chennai,Jio,1075,1,1,5,10,1,1
2558,20,Female,Chennai,Vodafone Idea,1415,5,2,5,1,1,1
2559,20,Female,Bangalore,BSNL,1402,3,3,1,9,0,1
2560,26,Female,Hyderabad,Jio,1515,4,1,1,0,1,1
2561,63,Female,Mumbai,Vodafone Idea,1114,4,3,3,10,0,1
2562,39,Male,Chennai,Vodafone Idea,757,2,5,2,4,1,1
2563,48,Female,Mumbai,BSNL,1789,2,5,4,5,1,1
2564,51,Female,Bangalore,Airtel,633,2,3,4,6,1,1
2565,47,Female,Kolkata,Vodafone Idea,947,2,2,5,2,1,1
2566,27,Female,Kolkata,Airtel,316,5,5,2,4,0,1
2567,56,Female,Hyderabad,BSNL,1374,4,2,2,4,0,1
2568,50,Male,Delhi,Vodafone Idea,1711,2,5,2,6,0,1
2569,26,Male,Hyderabad,Vodafone Idea,1804,2,3,4,2,0,1
2570,38,Female,Delhi,BSNL,1330,2,3,4,2,1,1
2571,57,Female,Delhi,Airtel,1865,5,1,2,0,1,1
2572,38,Female,Chennai,Airtel,474,4,5,2,1,1,1
2573,28,Female,Bangalore,Vodafone Idea,1995,3,1,3,6,1,1
2574,43,Male,Mumbai,Vodafone Idea,640,3,3,2,5,0,1
2575,57,Female,Kolkata,Jio,202,1,4,2,6,0,1
2576,65,Female,Hyderabad,Airtel,891,2,5,5,6,1,1
2577,37,Male,Hyderabad,Jio,836,5,1,3,3,1,1
2578,55,Male,Chennai,Airtel,1410,2,3,4,10,1,1
2579,39,Male,Mumbai,Vodafone Idea,1209,3,2,2,3,1,1
2580,50,Male,Kolkata,Airtel,565,2,3,5,9,0,1
2581,50,Female,Hyderabad,Airtel,1199,2,4,2,3,1,1
2582,52,Female,Chennai,Vodafone Idea,1886,4,2,4,10,1,1
2583,49,Female,Chennai,Vodafone Idea,1985,4,5,2,5,0,1
2584,63,Male,Bangalore,Vodafone Idea,1002,4,2,2,0,1,1
2585,54,Female,Chennai,Airtel,415,5,5,4,8,1,0
2586,37,Male,Hyderabad,Jio,1715,5,3,2,2,0,1
2587,48,Male,Mumbai,Jio,1487,2,1,2,4,1,1
2588,19,Female,Bangalore,Airtel,1060,3,4,3,3,1,0
2589,41,Female,Chennai,Jio,1388,2,4,5,2,1,1
2590,39,Female,Chennai,Airtel,403,4,2,2,6,0,1
2591,61,Male,Hyderabad,Vodafone Idea,795,4,1,1,2,0,1
2592,25,Female,Bangalore,Vodafone Idea,1135,2,5,1,5,1,1
2593,44,Male,Bangalore,Airtel,1886,5,3,2,3,0,1
2594,55,Male,Delhi,Vodafone Idea,231,2,2,2,10,0,1
2595,37,Male,Delhi,Vodafone Idea,468,2,2,4,8,1,1
2596,64,Female,Chennai,Airtel,418,5,4,1,1,1,1
2597,62,Female,Kolkata,BSNL,748,3,4,1,4,1,1
2598,58,Female,Hyderabad,Airtel,1326,2,1,5,0,0,1
2599,19,Male,Bangalore,Vodafone Idea,182,1,5,5,3,1,1
2600,56,Female,Kolkata,BSNL,1743,2,3,3,0,0,1
2601,48,Female,Chennai,Airtel,1297,2,5,2,10,1,1
2602,34,Female,Delhi,Vodafone Idea,1701,2,5,2,7,1,1
2603,59,Female,Mumbai,Vodafone Idea,1509,1,4,3,5,1,1
2604,55,Male,Mumbai,Airtel,802,5,5,1,5,1,1
2605,54,Male,Bangalore,Jio,889,1,4,2,9,1,1
2606,32,Male,Mumbai,Airtel,907,3,3,4,8,1,0
2607,64,Male,Chennai,Airtel,1652,1,4,1,4,0,1
2608,21,Female,Hyderabad,Airtel,1193,1,2,3,1,1,1
2609,55,Female,Bangalore,Airtel,677,4,5,2,10,0,1
2610,48,Female,Mumbai,BSNL,1559,5,2,2,4,1,1
2611,28,Male,Delhi,Airtel,621,2,3,2,2,0,1
2612,51,Female,Chennai,BSNL,1973,2,5,2,0,0,1
2613,58,Female,Hyderabad,Vodafone Idea,1138,2,2,1,2,0,1
2614,64,Male,Mumbai,BSNL,1584,5,2,5,4,0,1
2615,57,Female,Delhi,Airtel,1614,3,5,5,8,1,1
2616,42,Male,Mumbai,Vodafone Idea,401,3,2,2,4,0,1
2617,27,Male,Hyderabad,Jio,606,2,5,5,3,1,1
2618,61,Male,Kolkata,Jio,1094,2,1,3,5,0,1
2619,33,Female,Hyderabad,Airtel,610,3,1,3,0,1,1
2620,20,Female,Kolkata,Vodafone Idea,1384,4,5,4,7,1,0
2621,54,Male,Delhi,Jio,484,1,2,1,4,1,1
2622,62,Female,Delhi,Jio,1024,5,2,2,5,1,1
2623,25,Female,Kolkata,Airtel,1274,5,2,3,0,0,1
2624,30,Female,Delhi,Airtel,1675,5,3,4,9,0,1
2625,19,Female,Chennai,BSNL,256,2,2,5,3,0,1
2626,46,Female,Chennai,Jio,1726,5,1,1,3,1,1
2627,38,Male,Bangalore,Jio,481,1,4,3,2,0,1
2628,44,Female,Kolkata,Jio,304,4,5,4,8,1,0
2629,27,Male,Chennai,Jio,366,3,5,2,0,0,1
2630,44,Female,Delhi,BSNL,273,3,3,4,9,1,0
2631,62,Male,Delhi,Airtel,276,1,4,1,10,0,1
2632,31,Male,Chennai,Vodafone Idea,196,3,5,5,9,0,1
2633,44,Male,Bangalore,Jio,344,3,3,5,9,1,0
2634,50,Female,Kolkata,BSNL,1187,3,4,3,7,0,1
2635,57,Female,Kolkata,Jio,1037,2,4,1,0,0,1
2636,48,Male,Delhi,Airtel,1151,4,4,4,2,1,0
2637,65,Female,Kolkata,BSNL,185,1,4,4,4,0,1
2638,64,Male,Kolkata,Jio,582,4,5,5,4,1,0
2639,21,Male,Kolkata,BSNL,1527,3,1,4,0,0,1
2640,63,Female,Delhi,Jio,809,4,5,5,4,1,0
2641,26,Female,Mumbai,Vodafone Idea,1509,5,4,1,3,1,1
2642,51,Female,Mumbai,Vodafone Idea,1232,5,3,4,1,1,0
2643,31,Female,Kolkata,Jio,951,5,3,3,0,1,0
2644,53,Male,Mumbai,BSNL,1753,1,5,3,9,1,1
2645,38,Female,Hyderabad,BSNL,1980,2,2,3,0,0,1
2646,60,Female,Kolkata,Vodafone Idea,1621,5,4,3,7,0,1
2647,48,Male,Bangalore,Vodafone Idea,1357,2,3,3,7,1,1
2648,51,Male,Delhi,Jio,202,1,3,2,1,1,1
2649,42,Male,Hyderabad,Airtel,1471,1,5,1,10,0,1
2650,38,Male,Chennai,BSNL,1976,1,3,3,8,0,1
2651,29,Male,Delhi,Vodafone Idea,1924,4,5,4,2,0,1
2652,47,Female,Bangalore,BSNL,1940,3,4,5,3,0,1
2653,52,Female,Chennai,Airtel,251,2,3,2,10,1,1
2654,39,Female,Delhi,Airtel,1030,2,2,4,5,1,1
2655,52,Female,Bangalore,BSNL,1851,2,1,5,3,0,1
2656,40,Female,Chennai,Jio,201,2,2,2,2,1,1
2657,61,Male,Chennai,Vodafone Idea,1867,4,3,4,7,1,1
2658,64,Female,Bangalore,Jio,1788,2,2,3,7,0,1
2659,61,Male,Mumbai,Jio,1092,2,1,1,10,0,1
2660,59,Male,Delhi,Airtel,696,4,4,3,10,0,1
2661,62,Male,Chennai,Jio,1520,4,3,2,3,0,1
2662,34,Female,Hyderabad,Jio,173,4,3,2,7,0,1
2663,57,Female,Bangalore,Airtel,1734,4,3,4,6,1,1
2664,48,Female,Kolkata,Jio,1388,2,5,2,5,0,1
2665,30,Female,Kolkata,Jio,561,2,2,5,5,1,1
2666,33,Female,Hyderabad,Airtel,1325,1,5,4,4,0,1
2667,35,Male,Hyderabad,Airtel,409,4,5,5,7,0,1
2668,53,Male,Delhi,BSNL,821,5,4,5,6,1,0
2669,37,Male,Delhi,Jio,312,1,3,3,1,0,1
2670,32,Male,Bangalore,Jio,1303,4,5,5,7,0,1
2671,37,Male,Kolkata,Vodafone Idea,1368,4,4,2,2,1,1
2672,36,Male,Hyderabad,Airtel,1364,3,3,3,7,1,0
2673,63,Male,Hyderabad,Airtel,615,4,1,2,5,1,1
2674,31,Female,Chennai,Jio,1522,1,1,5,7,0,1
2675,62,Female,Bangalore,Airtel,826,4,3,5,3,0,1
2676,63,Male,Kolkata,Airtel,464,1,5,2,5,0,1
2677,49,Male,Kolkata,BSNL,1325,2,4,5,5,1,1
2678,38,Male,Bangalore,Airtel,751,5,2,1,4,0,1
2679,48,Male,Hyderabad,Vodafone Idea,1605,3,4,2,8,1,1
2680,40,Female,Bangalore,Jio,1914,1,4,5,1,0,1
2681,53,Female,Bangalore,BSNL,1937,2,3,4,4,0,1
2682,64,Female,Chennai,Jio,1665,4,1,5,7,1,1
2683,35,Female,Mumbai,Jio,324,1,1,5,1,0,1
2684,36,Male,Kolkata,Airtel,1111,3,5,4,2,1,0
2685,25,Female,Kolkata,Vodafone Idea,308,5,5,5,6,1,0
2686,54,Female,Hyderabad,Vodafone Idea,453,3,4,2,6,0,1
2687,61,Male,Mumbai,BSNL,459,2,4,2,6,1,1
2688,52,Female,Mumbai,BSNL,391,5,3,1,1,0,1
2689,42,Male,Delhi,Vodafone Idea,1954,5,3,3,5,1,1
2690,43,Male,Chennai,BSNL,1108,3,2,1,10,1,1
2691,40,Male,Hyderabad,Jio,894,2,3,2,3,1,1
2692,27,Male,Chennai,Jio,1632,3,5,2,9,0,1
2693,36,Male,Delhi,Jio,621,1,4,1,3,1,1
2694,20,Male,Mumbai,BSNL,611,1,3,5,9,0,1
2695,36,Female,Bangalore,Vodafone Idea,551,4,3,5,2,1,0
2696,63,Male,Chennai,Jio,1241,3,1,3,9,1,1
2697,23,Male,Chennai,Jio,1030,1,3,5,4,0,1
2698,40,Male,Bangalore,BSNL,472,2,4,4,2,0,1
2699,46,Male,Kolkata,BSNL,434,4,3,3,7,0,1
2700,59,Female,Delhi,Vodafone Idea,143,3,1,3,0,0,1
2701,34,Male,Bangalore,BSNL,838,1,5,1,2,0,1
2702,65,Male,Chennai,Airtel,1855,4,4,1,1,0,1
2703,48,Male,Chennai,Vodafone Idea,692,4,4,2,5,1,1
2704,31,Female,Chennai,Airtel,406,3,5,3,0,1,0
2705,30,Female,Hyderabad,BSNL,395,5,5,1,10,1,1
2706,52,Male,Chennai,BSNL,331,2,4,4,1,0,1
2707,35,Male,Hyderabad,Jio,869,4,2,4,3,1,1
2708,53,Male,Bangalore,Airtel,460,4,1,4,4,0,1
2709,62,Male,Delhi,Airtel,871,4,1,5,3,0,1
2710,35,Male,Delhi,BSNL,1490,2,5,4,10,1,1
2711,26,Female,Chennai,Vodafone Idea,756,3,2,1,3,1,1
2712,24,Male,Bangalore,Jio,1503,5,3,4,9,0,1
2713,57,Female,Hyderabad,BSNL,1760,1,5,4,0,0,1
2714,65,Male,Chennai,Airtel,633,4,2,2,6,0,1
2715,55,Male,Chennai,Vodafone Idea,1310,2,1,3,2,0,1
2716,33,Female,Mumbai,Jio,1900,1,1,4,7,0,1
2717,33,Male,Kolkata,Vodafone Idea,1423,1,4,4,9,1,1
2718,21,Male,Kolkata,Vodafone Idea,883,2,2,4,8,0,1
2719,60,Male,Delhi,Jio,1840,4,1,1,9,0,1
2720,51,Male,Kolkata,BSNL,493,2,1,3,10,1,1
2721,32,Male,Delhi,Airtel,1961,5,3,5,5,1,1
2722,58,Male,Kolkata,BSNL,499,3,5,5,8,0,1
2723,32,Female,Delhi,Airtel,1615,4,4,5,2,1,1
2724,21,Male,Chennai,BSNL,1607,3,2,4,4,1,1
2725,24,Male,Kolkata,Vodafone Idea,103,4,2,2,7,1,1
2726,44,Male,Hyderabad,Vodafone Idea,1517,1,3,2,7,0,1
2727,39,Female,Bangalore,Jio,1205,3,2,5,3,0,1
2728,63,Female,Mumbai,BSNL,1772,5,2,5,3,1,1
2729,48,Female,Kolkata,Jio,500,4,5,3,9,0,1
2730,24,Male,Delhi,Vodafone Idea,514,3,3,5,1,1,0
2731,61,Male,Bangalore,BSNL,693,3,5,1,2,0,1
2732,26,Male,Delhi,BSNL,702,5,2,1,9,1,1
2733,18,Male,Chennai,Vodafone Idea,718,4,3,2,9,1,1
2734,53,Male,Bangalore,Jio,1006,5,5,5,0,1,0
2735,28,Male,Bangalore,BSNL,1896,2,2,3,3,1,1
2736,44,Male,Chennai,Jio,1953,1,4,2,7,1,1
2737,59,Female,Delhi,BSNL,1807,5,4,3,1,1,1
2738,48,Male,Kolkata,Jio,137,2,4,2,9,0,1
2739,48,Male,Mumbai,Airtel,724,5,5,4,1,1,0
2740,59,Male,Chennai,Jio,1128,5,1,4,2,1,1
2741,30,Male,Chennai,BSNL,1821,4,5,2,7,1,1
2742,36,Female,Chennai,BSNL,1162,5,5,2,5,1,1
2743,38,Female,Kolkata,Jio,1122,5,3,1,9,0,1
2744,36,Male,Mumbai,Jio,1141,3,4,3,3,1,0
2745,59,Female,Mumbai,Airtel,1327,5,1,3,9,1,1
2746,21,Male,Hyderabad,Vodafone Idea,1288,1,1,5,5,1,1
2747,23,Male,Mumbai,Vodafone Idea,1989,3,5,4,5,0,1
2748,59,Female,Mumbai,Vodafone Idea,777,5,1,2,7,0,1
2749,54,Female,Bangalore,Airtel,124,5,3,4,10,0,1
2750,32,Female,Hyderabad,Vodafone Idea,654,4,1,3,1,0,1
2751,52,Male,Delhi,Vodafone Idea,1051,1,2,2,4,0,1
2752,65,Male,Mumbai,BSNL,142,5,2,5,2,0,1
2753,64,Female,Delhi,Airtel,1747,5,3,4,1,1,1
2754,20,Male,Hyderabad,Airtel,440,3,5,2,1,1,1
2755,29,Female,Delhi,Airtel,121,3,1,5,6,1,1
2756,44,Male,Mumbai,Jio,1861,1,1,5,10,1,1
2757,29,Female,Hyderabad,Vodafone Idea,866,3,3,3,2,0,1
2758,20,Male,Bangalore,Vodafone Idea,1357,5,2,5,2,0,1
2759,43,Male,Kolkata,Jio,1499,2,4,3,0,1,1
2760,49,Female,Bangalore,Jio,873,2,2,5,6,0,1
2761,29,Female,Chennai,BSNL,1668,4,3,3,10,1,1
2762,65,Female,Delhi,Airtel,1139,4,5,1,10,0,1
2763,36,Male,Bangalore,Jio,1501,3,4,2,5,1,1
2764,20,Male,Hyderabad,Airtel,815,2,4,5,9,0,1
2765,18,Female,Mumbai,Vodafone Idea,246,2,4,5,1,1,1
2766,37,Female,Delhi,BSNL,1353,2,1,3,0,1,1
2767,54,Male,Hyderabad,Vodafone Idea,1668,2,3,3,0,0,1
2768,56,Female,Chennai,Airtel,1891,5,3,3,4,0,1
2769,24,Female,Chennai,BSNL,741,3,3,4,4,1,0
2770,39,Female,Delhi,Jio,488,4,3,3,3,0,1
2771,36,Female,Hyderabad,Jio,1713,1,4,4,6,1,1
2772,47,Female,Chennai,Airtel,1496,2,1,3,4,0,1
2773,59,Male,Bangalore,Vodafone Idea,1017,1,3,2,3,1,1
2774,52,Female,Hyderabad,BSNL,1117,2,2,1,6,1,1
2775,51,Female,Delhi,Vodafone Idea,627,5,5,4,4,0,1
2776,49,Female,Bangalore,Vodafone Idea,1377,5,2,1,4,0,1
2777,26,Male,Mumbai,Jio,1537,5,4,5,4,0,1
2778,50,Male,Chennai,BSNL,1950,1,1,4,3,0,1
2779,47,Female,Delhi,Vodafone Idea,472,1,5,2,2,0,1
2780,35,Female,Delhi,Airtel,913,3,4,1,9,0,1
2781,30,Male,Bangalore,BSNL,974,5,4,1,6,1,1
2782,25,Male,Kolkata,BSNL,1399,3,3,2,9,0,1
2783,39,Female,Delhi,Jio,1447,5,4,1,1,1,1
2784,28,Male,Bangalore,Jio,528,3,2,1,4,1,1
2785,64,Female,Delhi,Vodafone Idea,427,2,4,2,2,1,1
2786,47,Female,Mumbai,Airtel,1897,3,2,4,2,1,1
2787,59,Male,Mumbai,Vodafone Idea,1324,1,1,2,0,0,1
2788,34,Male,Chennai,Vodafone Idea,1617,1,3,4,10,0,1
2789,63,Male,Bangalore,BSNL,748,1,2,4,0,1,1
2790,29,Female,Chennai,Jio,948,2,4,2,7,1,1
2791,18,Female,Hyderabad,Vodafone Idea,577,4,3,2,10,1,1
2792,65,Male,Kolkata,BSNL,648,4,5,3,2,0,1
2793,39,Male,Delhi,Jio,478,2,5,4,2,0,1
2794,36,Male,Hyderabad,BSNL,1026,2,1,4,7,0,1
2795,54,Female,Kolkata,Airtel,1986,2,1,2,6,1,1
2796,61,Male,Chennai,Airtel,1119,5,5,2,8,1,1
2797,30,Female,Mumbai,Airtel,1071,5,2,2,3,0,1
2798,29,Male,Delhi,Jio,753,3,5,2,5,1,1
2799,57,Female,Chennai,Jio,1727,4,3,3,2,0,1
2800,58,Male,Bangalore,BSNL,449,3,4,5,7,1,0
2801,43,Male,Chennai,Airtel,427,2,4,4,8,1,1
2802,45,Female,Chennai,Jio,1967,2,2,3,0,0,1
2803,50,Female,Kolkata,BSNL,834,3,5,5,10,0,1
2804,38,Female,Hyderabad,BSNL,1261,4,3,2,8,0,1
2805,23,Female,Chennai,Airtel,414,4,1,5,7,0,1
2806,43,Female,Kolkata,Airtel,135,5,2,1,8,1,1
2807,60,Female,Chennai,BSNL,956,4,1,4,5,1,1
2808,24,Female,Bangalore,Jio,264,1,3,4,10,0,1
2809,29,Female,Delhi,Jio,1914,5,3,1,7,0,1
2810,26,Female,Mumbai,Jio,917,5,2,1,1,0,1
2811,48,Female,Chennai,Jio,815,5,5,5,0,0,1
2812,38,Male,Delhi,Vodafone Idea,1211,2,2,1,9,0,1
2813,33,Female,Chennai,Airtel,271,2,1,1,3,1,1
2814,18,Male,Mumbai,Airtel,390,2,4,5,3,1,1
2815,34,Male,Bangalore,Vodafone Idea,1757,4,4,1,8,1,1
2816,42,Female,Delhi,Airtel,1338,5,3,3,5,0,1
2817,33,Female,Delhi,BSNL,374,5,3,5,3,0,1
2818,46,Female,Bangalore,Airtel,156,4,5,5,0,0,1
2819,35,Male,Mumbai,Vodafone Idea,1439,1,2,4,0,1,1
2820,39,Male,Chennai,BSNL,855,3,1,4,0,0,1
2821,37,Male,Bangalore,Jio,1272,5,2,1,9,1,1
2822,55,Male,Hyderabad,Airtel,1585,3,4,4,0,0,1
2823,64,Male,Hyderabad,Vodafone Idea,1999,1,2,2,0,0,1
2824,54,Male,Bangalore,Jio,422,4,4,2,10,1,1
2825,18,Female,Bangalore,Airtel,409,5,3,4,6,1,0
2826,34,Male,Hyderabad,Airtel,1313,1,2,3,3,1,1
2827,59,Male,Chennai,Vodafone Idea,685,4,5,3,10,0,1
2828,41,Female,Mumbai,Jio,339,1,3,4,2,1,1
2829,62,Female,Kolkata,Airtel,246,2,4,5,5,1,1
2830,33,Male,Bangalore,BSNL,760,3,4,5,8,0,1
2831,21,Female,Delhi,Vodafone Idea,1992,5,5,2,6,0,1
2832,60,Male,Hyderabad,Jio,1870,3,3,4,10,1,1
2833,25,Male,Hyderabad,Airtel,1674,4,3,5,7,1,1
2834,47,Female,Mumbai,BSNL,940,3,4,3,7,1,0
2835,37,Female,Kolkata,Jio,547,4,1,5,5,0,1
2836,28,Male,Hyderabad,BSNL,186,5,4,3,4,1,0
2837,43,Female,Delhi,Vodafone Idea,410,5,5,3,6,0,1
2838,61,Female,Delhi,Airtel,1311,5,5,1,5,0,1
2839,50,Female,Mumbai,Airtel,750,3,1,4,8,0,1
2840,63,Female,Bangalore,Jio,746,4,4,4,6,0,1
2841,37,Female,Bangalore,Vodafone Idea,1651,1,3,1,1,0,1
2842,62,Male,Bangalore,Airtel,1461,3,1,5,7,1,1
